id,hair_color_r1,hair_color_r2,hair_color_g1,hair_color_g2,hair_color_b1,hair_color_b2,hair_toon_color_r1,hair_toon_color_r2,hair_toon_color_g1,hair_toon_color_g2,hair_toon_color_b1,hair_toon_color_b2,mayu_color_r1,mayu_color_r2,mayu_color_g1,mayu_color_g2,mayu_color_b1,mayu_color_b2,mayu_toon_color_r1,mayu_toon_color_r2,mayu_toon_color_g1,mayu_toon_color_g2,mayu_toon_color_b1,mayu_toon_color_b2,eye_color_r1,eye_color_r2,eye_color_g1,eye_color_g2,eye_color_b1,eye_color_b2,tail_color_r1,tail_color_r2,tail_color_g1,tail_color_g2,tail_color_b1,tail_color_b2,tail_toon_color_r1,tail_toon_color_r2,tail_toon_color_g1,tail_toon_color_g2,tail_toon_color_b1,tail_toon_color_b2
10259,#394748,#481516,#AF2F3C,#3EE2E9,#CBBFC0,#AF2F3C,#1B1C39,#290C09,#651F3E,#6B98C8,#A18998,#651F3E,#FFFFFF,#FFFFFF,#FFFFFF,#330F20,#651F3E,#80264F,#FFFFFF,#FFFFFF,#FFFFFF,#330F20,#651F3E,#80264F,#0D2E35,#2090A9,#88B0C7,#404040,#112852,#506AAD,#E6CFD1,#FFFFFF,#FFFFFF,#4C4165,#FFFFFF,#AF2F3C,#E6CFD1,#FFFFFF,#FFFFFF,#4C4165,#FFFFFF,#651F3E
10260,#E2CDA8,#123355,#383C41,#E29A34,#339EF5,#412D0B,#DBA58D,#191C2B,#141F2C,#BA6E44,#285DB3,#2B2900,#FFFFFF,#FFFFFF,#FFFFFF,#333000,#2B2900,#807800,#FFFFFF,#FFFFFF,#FFFFFF,#333000,#2B2900,#807800,#2A3035,#7382A9,#316CC7,#0F1D40,#373D52,#2532AD,#E6DDCF,#FFFFFF,#FFFFFF,#201C2B,#FFFFFF,#412D0B,#E6DDCF,#FFFFFF,#FFFFFF,#201C2B,#FFFFFF,#2B2900
10261,#9E6F45,#336875,#42361D,#753516,#50619E,#753233,#8A3744,#323C5B,#2D2C06,#481D11,#2A3C6E,#502121,#FFFFFF,#FFFFFF,#FFFFFF,#331515,#502121,#803435,#FFFFFF,#FFFFFF,#FFFFFF,#331515,#502121,#803435,#324B22,#76BC2C,#CFFEA1,#51594F,#1F7123,#D1D6C5,#E6CFCF,#FFFFFF,#FFFFFF,#3C3350,#FFFFFF,#753233,#E6CFCF,#FFFFFF,#FFFFFF,#3C3350,#FFFFFF,#502121
10262,#4CC0B2,#34616C,#C03D6B,#77262D,#C5FAF4,#C0615D,#607EA6,#1C0F5D,#6C2F59,#3E151F,#92C5D8,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#2B4B3A,#78BC98,#F8FEFA,#0F5933,#157124,#39D64D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10263,#144D4A,#D4B16B,#4D3432,#6D464B,#C4BDBC,#4D3432,#1A431C,#AB7A49,#33181A,#532834,#A7929C,#33181A,#FFFFFF,#FFFFFF,#FFFFFF,#33181A,#33181A,#803C41,#FFFFFF,#FFFFFF,#FFFFFF,#33181A,#33181A,#803C41,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D0CF,#FFFFFF,#FFFFFF,#272133,#FFFFFF,#4D3432,#E6D0CF,#FFFFFF,#FFFFFF,#272133,#FFFFFF,#33181A
10264,#F34C28,#CE3B53,#ECDEDB,#DDD3CD,#CE3B53,#CE6457,#BD2638,#7F2B57,#ECC2CA,#D2A9AD,#7F2B57,#A55044,#FFFFFF,#FFFFFF,#FFFFFF,#331915,#A55044,#A55044,#FFFFFF,#FFFFFF,#FFFFFF,#331915,#A55044,#A55044,#4B4649,#BC29BA,#FEC8F7,#591857,#6B4171,#D658CA,#E6D1CF,#FFFFFF,#FFFFFF,#7D6AA5,#FFFFFF,#CE6457,#E6D1CF,#FFFFFF,#FFFFFF,#7D6AA5,#FFFFFF,#A55044
10265,#9F896F,#2C2BF9,#1F599F,#9F7320,#68739F,#1F599F,#8A5C5F,#2C29BC,#2D3861,#774A28,#2E527E,#2E3861,#FFFFFF,#FFFFFF,#FFFFFF,#181E33,#2E3861,#3C4A80,#FFFFFF,#FFFFFF,#FFFFFF,#181E33,#2E3861,#3C4A80,#1B264B,#577CBC,#DFEAFE,#535559,#131B71,#4C57D6,#CFD9E6,#FFFFFF,#FFFFFF,#493E61,#FFFFFF,#1F599F,#CFD9E6,#FFFFFF,#FFFFFF,#493E61,#FFFFFF,#2E3861
10266,#543D3A,#5CC6E9,#9BCBE3,#E35B41,#2684E3,#C39E85,#3B1F1E,#5285B9,#618EB6,#B13531,#2D4A9E,#AE707D,#FFFFFF,#FFFFFF,#FFFFFF,#332125,#AE707D,#AE707D,#FFFFFF,#FFFFFF,#FFFFFF,#332125,#AE707D,#AE707D,#294B19,#85BC4D,#BCFEB6,#4A594D,#3A7116,#37D62A,#E6D8CF,#FFFFFF,#FFFFFF,#836FAE,#FFFFFF,#C39E85,#E6D8CF,#FFFFFF,#FFFFFF,#836FAE,#FFFFFF,#AE707D
10267,#208EC7,#ED8B26,#3B1249,#234F14,#5D5D5D,#3B1249,#2B509C,#C6633B,#0D090C,#092214,#3F3950,#0D090C,#FFFFFF,#FFFFFF,#FFFFFF,#33222F,#0D090C,#805475,#FFFFFF,#FFFFFF,#FFFFFF,#33222F,#0D090C,#805475,#124B39,#35BC78,#EEFEFB,#4A5953,#1A7140,#6FD6BC,#E0CFE6,#FFFFFF,#FFFFFF,#0A080D,#FFFFFF,#3B1249,#E0CFE6,#FFFFFF,#FFFFFF,#0A080D,#FFFFFF,#0D090C
10268,#72D47A,#4E0E3D,#906685,#F82D85,#1B3257,#462640,#56A6A0,#000000,#61386E,#A73A89,#1E1F2C,#250936,#FFFFFF,#FFFFFF,#FFFFFF,#230833,#250936,#581580,#FFFFFF,#FFFFFF,#FFFFFF,#230833,#250936,#581580,#3E264B,#874FBC,#F4D0FE,#535059,#281871,#9236D6,#E6CFE2,#FFFFFF,#FFFFFF,#292336,#FFFFFF,#462640,#E6CFE2,#FFFFFF,#FFFFFF,#292336,#FFFFFF,#250936
10269,#5F6B60,#CBE2C8,#D4C0D9,#BDA9BE,#544E58,#D4C0D9,#304E58,#8BB2B3,#8D81AB,#7D6E92,#282548,#8E81AB,#FFFFFF,#FFFFFF,#FFFFFF,#2A2733,#8E81AB,#8E81AB,#FFFFFF,#FFFFFF,#FFFFFF,#2A2733,#8E81AB,#8E81AB,#434B38,#5DBC29,#FCFEF7,#4A591F,#177111,#C7D66C,#E1CFE6,#FFFFFF,#FFFFFF,#816DAB,#FFFFFF,#D4C0D9,#E1CFE6,#FFFFFF,#FFFFFF,#816DAB,#FFFFFF,#8E81AB
10270,#600F24,#EDE3E6,#767172,#F96990,#473338,#E1D8D8,#0C0409,#ECBFEE,#584F56,#D45776,#2D1921,#D8B2C4,#FFFFFF,#FFFFFF,#FFFFFF,#332A2E,#D8B2C4,#B293A2,#FFFFFF,#FFFFFF,#FFFFFF,#332A2E,#D8B2C4,#B293A2,#4B3A38,#BCAAAD,#FE8B7A,#59271A,#711924,#D64174,#E6CFCF,#FFFFFF,#FFFFFF,#A38BD8,#FFFFFF,#E1D8D8,#E6CFCF,#FFFFFF,#FFFFFF,#A38BD8,#FFFFFF,#D8B2C4
10271,#827F7A,#EA805D,#B2421E,#2F6B82,#6E4335,#B2752D,#655A5A,#BE583F,#7D1B1F,#274865,#551E1A,#844524,#FFFFFF,#FFFFFF,#FFFFFF,#331B0E,#844524,#844524,#FFFFFF,#FFFFFF,#FFFFFF,#331B0E,#844524,#844524,#190D4B,#3720BC,#ECEDFE,#4B4959,#472E71,#7C85D6,#E6DBCF,#FFFFFF,#FFFFFF,#635484,#FFFFFF,#B2752D,#E6DBCF,#FFFFFF,#FFFFFF,#635484,#FFFFFF,#844524
10272,#C47C91,#742E43,#434544,#460C1D,#2F7452,#434544,#A24791,#3E1A29,#26352F,#000000,#153359,#26352F,#FFFFFF,#FFFFFF,#FFFFFF,#24332D,#26352F,#5A8071,#FFFFFF,#FFFFFF,#FFFFFF,#24332D,#26352F,#5A8071,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#CFE6DA,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#434544,#CFE6DA,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#26352F
10273,#60DFD1,#14374E,#511C14,#14514A,#4E372F,#511C14,#73A5BB,#1A1D2C,#321109,#0D361E,#341916,#321109,#FFFFFF,#FFFFFF,#FFFFFF,#33120A,#321109,#802D18,#FFFFFF,#FFFFFF,#FFFFFF,#33120A,#321109,#802D18,#140C40,#5259C2,#B8BDD8,#3A3A46,#322155,#3E36BD,#E6D2CF,#FFFFFF,#FFFFFF,#262032,#FFFFFF,#511C14,#E6D2CF,#FFFFFF,#FFFFFF,#262032,#FFFFFF,#321109
10274,#642A26,#E5BB56,#BF6A48,#E5E2D9,#E5BB56,#BF6A48,#451C15,#BD803B,#924D3D,#E6D7CF,#BD803A,#934D3D,#FFFFFF,#FFFFFF,#FFFFFF,#331B15,#934D3D,#934D3D,#FFFFFF,#FFFFFF,#FFFFFF,#331B15,#934D3D,#934D3D,#4B4743,#D86F37,#FFC2A3,#504014,#70311A,#D8B33E,#E6D5CF,#FFFFFF,#FFFFFF,#6F5E93,#FFFFFF,#BF6A48,#E6D5CF,#FFFFFF,#FFFFFF,#6F5E93,#FFFFFF,#934D3D
10275,#683533,#426862,#E792A8,#A0EFFD,#BB2D28,#65323B,#49241F,#222A54,#B261CB,#65ABC5,#7A1A38,#461E23,#FFFFFF,#FFFFFF,#FFFFFF,#331619,#461E23,#80373F,#FFFFFF,#FFFFFF,#FFFFFF,#331619,#461E23,#80373F,#352835,#A93BA5,#C76FB1,#3D1740,#400D52,#ADA2AC,#E6CFD3,#FFFFFF,#FFFFFF,#352D46,#FFFFFF,#65323B,#E6CFD3,#FFFFFF,#FFFFFF,#352D46,#FFFFFF,#461E23
10276,#462C21,#EEE27C,#9D4A28,#6CA6E8,#E5C92C,#DF8B68,#2D110D,#C7A85D,#702F21,#4667AA,#D29F48,#B35F46,#FFFFFF,#FFFFFF,#FFFFFF,#331B14,#B35F46,#B25F46,#FFFFFF,#FFFFFF,#FFFFFF,#331B14,#B35F46,#B25F46,#4B342D,#D85451,#FFD0D7,#500C1D,#706F6F,#D8769D,#E6D5CF,#FFFFFF,#FFFFFF,#8773B3,#FFFFFF,#DF8B68,#E6D5CF,#FFFFFF,#FFFFFF,#8773B3,#FFFFFF,#B35F46
10277,#6A79A1,#A18C68,#413013,#A19C2E,#484136,#413013,#2D5980,#8E5656,#2C2901,#3E6F2E,#371E1D,#2C2901,#FFFFFF,#FFFFFF,#FFFFFF,#333001,#2C2901,#807902,#FFFFFF,#FFFFFF,#FFFFFF,#333001,#2C2901,#807902,#174037,#52C2B3,#CDD8D4,#2E4446,#35554E,#1EBD7C,#E6DDCF,#FFFFFF,#FFFFFF,#211C2C,#FFFFFF,#413013,#E6DDCF,#FFFFFF,#FFFFFF,#211C2C,#FFFFFF,#2C2901
10280,#5B4A97,#6D9732,#572397,#D7D469,#2C4617,#454644,#302E64,#2A5F48,#341C5F,#B09B4B,#082B09,#38302A,#FFFFFF,#FFFFFF,#FFFFFF,#332C26,#38302A,#806D5F,#FFFFFF,#FFFFFF,#FFFFFF,#332C26,#38302A,#806D5F,#28354B,#819DD8,#FFFFFF,#0D1B50,#707070,#2975D8,#DCE6CF,#FFFFFF,#FFFFFF,#2A2438,#FFFFFF,#454644,#DCE6CF,#FFFFFF,#FFFFFF,#2A2438,#FFFFFF,#38302A
10281,#458CB1,#B16B21,#573322,#224354,#F9FBFC,#573322,#254387,#88452B,#3E140D,#35484B,#B6D3B7,#3E140D,#FFFFFF,#FFFFFF,#FFFFFF,#33100A,#3E140D,#80291A,#FFFFFF,#FFFFFF,#FFFFFF,#33100A,#3E140D,#80291A,#351933,#9A64A9,#C4BEC7,#3F3340,#441052,#8B3EAD,#E6D6CF,#FFFFFF,#FFFFFF,#2F283E,#FFFFFF,#573322,#E6D6CF,#FFFFFF,#FFFFFF,#2F283E,#FFFFFF,#3E140D
10283,#63A097,#A05E51,#E7B9B0,#1B413C,#452B32,#410E11,#445D87,#79373A,#CA88A0,#263D23,#2A0F1B,#030202,#FFFFFF,#FFFFFF,#FFFFFF,#331E22,#030202,#804A55,#FFFFFF,#FFFFFF,#FFFFFF,#331E22,#030202,#804A55,#2E2F4A,#7B6ED9,#CED8FD,#271762,#65667A,#8535DC,#E6CFD0,#FFFFFF,#FFFFFF,#020203,#FFFFFF,#410E11,#E6CFD0,#FFFFFF,#FFFFFF,#020203,#FFFFFF,#030202
10284,#527375,#75131C,#753233,#F58769,#1F3748,#753233,#363E5C,#2D0919,#502121,#C95F49,#314243,#502121,#FFFFFF,#FFFFFF,#FFFFFF,#331515,#502121,#803535,#FFFFFF,#FFFFFF,#FFFFFF,#331515,#502121,#803535,#4B1E4B,#BBB9BC,#CF72FE,#4D4159,#541A71,#A98CD6,#E6CFCF,#FFFFFF,#FFFFFF,#3C3350,#FFFFFF,#753233,#E6CFCF,#FFFFFF,#FFFFFF,#3C3350,#FFFFFF,#502121
10285,#262561,#61604E,#7472BF,#B2BD71,#332FC0,#7472BF,#1C1825,#404B26,#4C488A,#779B51,#2A2582,#4B4889,#FFFFFF,#FFFFFF,#FFFFFF,#1C1B33,#4B4889,#4B4889,#FFFFFF,#FFFFFF,#FFFFFF,#1C1B33,#4B4889,#4B4889,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#CFCFE6,#FFFFFF,#FFFFFF,#685889,#FFFFFF,#7472BF,#CFCFE6,#FFFFFF,#FFFFFF,#685889,#FFFFFF,#4B4889
10286,#93D7D4,#D14788,#116154,#61212F,#D14788,#473131,#5E84A4,#7E3B70,#0B4622,#280E18,#7E3B70,#2E171B,#FFFFFF,#FFFFFF,#FFFFFF,#331A1E,#2E171B,#80414B,#FFFFFF,#FFFFFF,#FFFFFF,#331A1E,#2E171B,#80414B,#4A3D49,#C749D9,#FBECFD,#551E62,#5A127A,#D084DC,#E6CFCF,#FFFFFF,#FFFFFF,#221D2E,#FFFFFF,#473131,#E6CFCF,#FFFFFF,#FFFFFF,#221D2E,#FFFFFF,#2E171B
10287,#92BEA1,#485E54,#BE679F,#462631,#952049,#BE679F,#57828B,#202D4B,#9E4195,#2B0C1C,#421734,#9E4196,#FFFFFF,#FFFFFF,#FFFFFF,#331530,#9E4196,#9E4196,#FFFFFF,#FFFFFF,#FFFFFF,#331530,#9E4196,#9E4196,#343D4B,#668FBC,#DEEFFE,#0E2F59,#182771,#6972D6,#E6CFDD,#FFFFFF,#FFFFFF,#77659E,#FFFFFF,#BE679F,#E6CFDD,#FFFFFF,#FFFFFF,#77659E,#FFFFFF,#9E4196
10289,#66C3FF,#433C38,#9FA3A9,#24477E,#A9401A,#A96544,#3C7FC2,#311D22,#828395,#373954,#741719,#853935,#FFFFFF,#FFFFFF,#FFFFFF,#331614,#853935,#853935,#FFFFFF,#FFFFFF,#FFFFFF,#331614,#853935,#853935,#4B3E3F,#BC7676,#FEFDFD,#591B2C,#712714,#D65E97,#E6D6CF,#FFFFFF,#FFFFFF,#645585,#FFFFFF,#A96544,#E6D6CF,#FFFFFF,#FFFFFF,#645585,#FFFFFF,#853935
10290,#A4E267,#3F642E,#DEC8EB,#68E131,#7025AA,#A860D2,#5AAD79,#14463D,#92A8CA,#37B392,#3A2777,#6D3CA2,#FFFFFF,#FFFFFF,#FFFFFF,#221333,#6D3CA2,#6D3CA2,#FFFFFF,#FFFFFF,#FFFFFF,#221333,#6D3CA2,#6D3CA2,#3D1D40,#C247C0,#D894D3,#464146,#551353,#BBB6BD,#DDCFE6,#FFFFFF,#FFFFFF,#7A68A2,#FFFFFF,#A860D2,#DDCFE6,#FFFFFF,#FFFFFF,#7A68A2,#FFFFFF,#6D3CA2
10291,#229596,#964F44,#CBADB1,#CB2059,#4E4B4C,#961B2B,#38537C,#6F3A31,#A07A92,#79255A,#3C2F41,#4C102D,#FFFFFF,#FFFFFF,#FFFFFF,#330B1E,#4C102D,#801C4C,#FFFFFF,#FFFFFF,#FFFFFF,#330B1E,#4C102D,#801C4C,#43484A,#B1C3D9,#2981FD,#141F62,#134B7A,#7068DC,#E6CFD2,#FFFFFF,#FFFFFF,#39314C,#FFFFFF,#961B2B,#E6CFD2,#FFFFFF,#FFFFFF,#39314C,#FFFFFF,#4C102D
10292,#46184C,#104C11,#9AA296,#7DBE57,#CBBECE,#4B464C,#0E0A0C,#07210C,#6E816E,#408A8C,#8B7FA2,#30293F,#FFFFFF,#FFFFFF,#FFFFFF,#272133,#30293F,#615480,#FFFFFF,#FFFFFF,#FFFFFF,#272133,#30293F,#615480,#4B2E36,#BC80A0,#FEE5F0,#59183B,#71135C,#D65289,#E2CFE6,#FFFFFF,#FFFFFF,#2F283F,#FFFFFF,#4B464C,#E2CFE6,#FFFFFF,#FFFFFF,#2F283F,#FFFFFF,#30293F
10293,#231F4A,#757BA9,#35384D,#5869E1,#3C2AE3,#4A4533,#1D1A21,#416586,#18243F,#574F9C,#3526A5,#303414,#FFFFFF,#FFFFFF,#FFFFFF,#2F3313,#303414,#758030,#FFFFFF,#FFFFFF,#FFFFFF,#2F3313,#303414,#758030,#292340,#9D9DC2,#6139D8,#241446,#504D55,#5460BD,#E6E1CF,#FFFFFF,#FFFFFF,#272134,#FFFFFF,#4A4533,#E6E1CF,#FFFFFF,#FFFFFF,#272134,#FFFFFF,#303414
10294,#E2BA45,#3A6EA7,#A76C33,#A7A7A6,#555656,#A76C33,#BB8A54,#2C3A63,#793F26,#918F88,#344449,#793F26,#FFFFFF,#FFFFFF,#FFFFFF,#331A10,#793F26,#804228,#FFFFFF,#FFFFFF,#FFFFFF,#331A10,#793F26,#804228,#4A4739,#D9D7D0,#FDF977,#5F6222,#7A7327,#DCCD2D,#E6DACF,#FFFFFF,#FFFFFF,#5B4D79,#FFFFFF,#A76C33,#E6DACF,#FFFFFF,#FFFFFF,#5B4D79,#FFFFFF,#793F26
10295,#264C70,#3396F3,#FAB4AB,#6F5E4E,#ACDFF3,#5A2C26,#34374B,#3859AF,#E77D9F,#583338,#748FC5,#401012,#FFFFFF,#FFFFFF,#FFFFFF,#330D0E,#401012,#802024,#FFFFFF,#FFFFFF,#FFFFFF,#330D0E,#401012,#802024,#4B1B38,#BC93B2,#FE83D3,#594754,#711A5D,#D64EC2,#E6D1CF,#FFFFFF,#FFFFFF,#302940,#FFFFFF,#5A2C26,#E6D1CF,#FFFFFF,#FFFFFF,#302940,#FFFFFF,#401012
10296,#1F4CBF,#BFB343,#47494F,#5D4520,#2F2466,#19314F,#33357E,#608E45,#1B213A,#474203,#201A29,#1A1B26,#FFFFFF,#FFFFFF,#FFFFFF,#232433,#1A1B26,#565A80,#FFFFFF,#FFFFFF,#FFFFFF,#232433,#1A1B26,#565A80,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#CFD9E6,#FFFFFF,#FFFFFF,#1D1926,#FFFFFF,#19314F,#CFD9E6,#FFFFFF,#FFFFFF,#1D1926,#FFFFFF,#1A1B26
10298,#1C4385,#CBAD2A,#1C4385,#B2AC90,#856C24,#1C4385,#262A4A,#B48742,#262A4A,#91756D,#404F1D,#262B4A,#FFFFFF,#FFFFFF,#FFFFFF,#1A1D33,#262B4A,#414980,#FFFFFF,#FFFFFF,#FFFFFF,#1A1D33,#262B4A,#414980,#291D4A,#8476D9,#F0EBFD,#5A5A62,#3B187A,#4944DC,#CFD7E6,#FFFFFF,#FFFFFF,#38304A,#FFFFFF,#1C4385,#CFD7E6,#FFFFFF,#FFFFFF,#38304A,#FFFFFF,#262B4A
10300,#546343,#34D425,#FDFDFD,#CADAB8,#FFFFFF,#9488A2,#071909,#219018,#9CB9B4,#87AB80,#A6A6A6,#544F7F,#FFFFFF,#FFFFFF,#FFFFFF,#222033,#544F7F,#544F80,#FFFFFF,#FFFFFF,#FFFFFF,#222033,#544F7F,#544F80,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#D9CFE6,#FFFFFF,#FFFFFF,#60517F,#FFFFFF,#9488A2,#D9CFE6,#FFFFFF,#FFFFFF,#60517F,#FFFFFF,#544F7F
10301,#5090A4,#525353,#A4601A,#533B21,#C54120,#AF9376,#285688,#32463E,#7C3C24,#3E3405,#8E1C27,#9B6369,#FFFFFF,#FFFFFF,#FFFFFF,#332123,#9B6369,#9B6369,#FFFFFF,#FFFFFF,#FFFFFF,#332123,#9B6369,#9B6369,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6DACF,#FFFFFF,#FFFFFF,#75639B,#FFFFFF,#AF9376,#E6DACF,#FFFFFF,#FFFFFF,#75639B,#FFFFFF,#9B6369
10302,#FFB7AE,#FFFFFF,#B4ADB2,#808080,#434343,#B4ADB2,#CD938C,#BEBEBE,#A49B9E,#808080,#2E2E2E,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#B4ADB2,#E6CFDF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#A49B9E
10303,#CF2D5D,#17AD0C,#DACED2,#C82E18,#E7E7E7,#AE546F,#742658,#21670A,#D2B8BF,#952525,#A19A9A,#BB5873,#FFFFFF,#FFFFFF,#FFFFFF,#33181F,#BB5873,#B2546E,#FFFFFF,#FFFFFF,#FFFFFF,#33181F,#BB5873,#B2546E,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFD5,#FFFFFF,#FFFFFF,#8D78BB,#FFFFFF,#AE546F,#E6CFD5,#FFFFFF,#FFFFFF,#8D78BB,#FFFFFF,#BB5873
10304,#6A642B,#9B901B,#1E339B,#2462B8,#1F1983,#E0E7F1,#4C5318,#486E23,#1C1A55,#323E76,#141146,#CFDBF4,#FFFFFF,#FFFFFF,#FFFFFF,#2B2E33,#CFDBF4,#97A0B2,#FFFFFF,#FFFFFF,#FFFFFF,#2B2E33,#CFDBF4,#97A0B2,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#CFD8E6,#FFFFFF,#FFFFFF,#B89CF4,#FFFFFF,#E0E7F1,#CFD8E6,#FFFFFF,#FFFFFF,#B89CF4,#FFFFFF,#CFDBF4
10305,#C39FAC,#EC0000,#F8F6F1,#808080,#494DD4,#FACF7E,#CAA3B0,#AB2424,#D7C2B3,#808080,#251980,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10306,#C39FAC,#CC1C1A,#FAEDD5,#808080,#494DD4,#FAEBCE,#CAA3B0,#90120D,#D7986B,#808080,#251980,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FAEBCE,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10307,#CFCFD6,#E6EFF1,#848484,#808080,#2126E0,#848484,#B5A1C8,#BFBFD1,#848484,#808080,#3022A8,#848484,#FFFFFF,#FFFFFF,#FFFFFF,#333333,#848484,#848484,#FFFFFF,#FFFFFF,#FFFFFF,#333333,#848484,#848484,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFCF,#FFFFFF,#FFFFFF,#645484,#FFFFFF,#848484,#E6CFCF,#FFFFFF,#FFFFFF,#645484,#FFFFFF,#848484
10308,#50505B,#E6EFF1,#4B3D47,#4B3D47,#1C22E0,#4B3D47,#2E2D30,#BFBFD1,#4B4144,#4B4144,#251893,#4B4144,#FFFFFF,#FFFFFF,#FFFFFF,#332C2E,#4B4144,#806E74,#FFFFFF,#FFFFFF,#FFFFFF,#332C2E,#4B4144,#806E74,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#4B3D47,#E6CFDF,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#4B4144
10309,#CFCFD6,#E6EFF1,#848484,#808080,#171CE7,#848484,#B5A1C8,#BFBFD1,#848484,#808080,#281D89,#848484,#FFFFFF,#FFFFFF,#FFFFFF,#333333,#848484,#848484,#FFFFFF,#FFFFFF,#FFFFFF,#333333,#848484,#848484,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFCF,#FFFFFF,#FFFFFF,#645484,#FFFFFF,#848484,#E6CFCF,#FFFFFF,#FFFFFF,#645484,#FFFFFF,#848484
10310,#50505B,#E6EFF1,#4B3D47,#4B3D47,#161CE2,#4B3D47,#2E2D30,#BFBFD1,#4B4144,#4B4144,#1C126F,#4B4144,#FFFFFF,#FFFFFF,#FFFFFF,#332C2E,#4B4144,#806E74,#FFFFFF,#FFFFFF,#FFFFFF,#332C2E,#4B4144,#806E74,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#4B3D47,#E6CFDF,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#4B4144
10311,#9C68CF,#EC152B,#524142,#808080,#FFFFFF,#524142,#9C68CF,#AB163A,#352525,#808080,#BCBCBC,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10312,#9C68CF,#E2E2EE,#524142,#808080,#2024EC,#524142,#9C68CF,#9D9EA4,#352525,#808080,#111171,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10313,#D9D9D8,#ECDD25,#C05D3C,#804E19,#6BA83F,#C05D3C,#C6BEA6,#B7A223,#934234,#522510,#2D7630,#934234,#FFFFFF,#FFFFFF,#FFFFFF,#331712,#934234,#934234,#FFFFFF,#FFFFFF,#FFFFFF,#331712,#934234,#934234,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D4CF,#FFFFFF,#FFFFFF,#6F5E93,#FFFFFF,#C05D3C,#E6D4CF,#FFFFFF,#FFFFFF,#6F5E93,#FFFFFF,#934234
