id,color_r1,color_r2,color_g1,color_g2,color_b1,color_b2,toon_color_r1,toon_color_r2,toon_color_g1,toon_color_g2,toon_color_b1,toon_color_b2
10175,#B0D3D7,#E7567B,#C6EAF3,#E8EC79,#BAC061,#42D2D0,#787FAD,#981D45,#9ABFD5,#9D9F61,#747D49,#668FB1
10177,#42955A,#A1372F,#224E3B,#D7DE72,#D7DE72,#68B366,#2C6067,#702111,#15331A,#E3AE6C,#E3AE6C,#258B76
10178,#43C43F,#A1372F,#F5EDF5,#F5EDF5,#A1372F,#D7DE72,#3D9195,#702111,#CAC2E0,#CAC2E0,#702111,#E3AE6C
10179,#A1545C,#741F5B,#D7DE72,#EAB3CE,#52494C,#E9ECF0,#3A1017,#220E22,#E3AE6C,#D78BCE,#36313C,#C3B7D9
10180,#40434A,#E9ECF0,#94B0F9,#4A431E,#907C17,#F7E364,#191E35,#C3B7D9,#6873BA,#2E3505,#46631E,#D5AE65
10181,#5260B8,#E9ECF0,#FFE1BB,#E2E2E2,#5260B8,#5260B8,#4F408D,#C3B7D9,#F7B39E,#B7AAAA,#4F408D,#4F408D
10182,#DB93D7,#844480,#A1372F,#EAB3CE,#CDC2CD,#E9ECF0,#6A5FC1,#582763,#702111,#D78BCE,#9688A1,#C3B7D9
10183,#9AA0A9,#44464B,#9392A1,#1C2E7B,#4587E3,#3E3638,#788092,#1A1D36,#716F89,#21203E,#41529F,#30101F
10184,#5B6D3A,#574F6D,#9B64BE,#6C3875,#262240,#99D2D9,#1C4F34,#272C4A,#623E8F,#511960,#14101B,#8FA8E0
10186,#366E95,#696A6A,#9F2541,#50CADF,#5786F3,#9F2541,#2A4C78,#3B554A,#73192D,#5F95C3,#5057AF,#3F1919
10187,#FB365F,#A1372F,#801C24,#6A1721,#A2402D,#DCDFDF,#A73773,#702111,#380E20,#210814,#7B3121,#BBC9D2
10189,#44554A,#37D36D,#A1372F,#1F6C3A,#472E3C,#E9ECF0,#1E3042,#3A9C98,#702111,#133E2C,#2C1025,#C3B7D9
10191,#A1372F,#D7DE72,#C85249,#A1372F,#A1372F,#DAE084,#702111,#E3AE6C,#87403B,#702111,#702111,#958F52
10192,#588ADB,#588ADB,#588ADB,#E9ECF0,#588ADB,#EAB3CE,#3C63A1,#3C63A1,#3C63A1,#C3B7D9,#3C63A1,#D78BCE
10193,#59595A,#FFE7CB,#E3E2DF,#B2B3B5,#E9ECF0,#D7DE72,#36424D,#FABBAD,#CBA8AD,#9494A1,#C3B7D9,#E3AE6C
10194,#59595A,#F4F4F8,#E3E2DF,#7F81D4,#7F81D4,#F8D834,#36424D,#BEDADA,#CBA8AD,#5C589B,#5C589B,#E5AE53
10196,#595957,#F8FBE7,#AF372F,#B5C559,#291874,#475110,#4B3736,#D3FBDC,#702111,#559349,#150F39,#0B1F0A
10197,#676563,#9B713C,#C272DE,#D7DE72,#DFE1E2,#DFE1E2,#583F4B,#6D4329,#9460A6,#E3AE6C,#AFB4C9,#AFB4C9
10198,#7180E9,#7180E9,#DF9F72,#25283C,#E7D163,#E7D163,#4252BC,#4252BC,#AC7854,#1C1E2E,#AB8227,#AB8227
10199,#676563,#9B713C,#D7DE72,#D7DE72,#DFE1E2,#DFE1E2,#583F4B,#6D4329,#E3AE6C,#E3AE6C,#AFB4C9,#AFB4C9
10200,#EDBEB2,#5260B8,#89BFED,#5260B8,#35EDE2,#E9ECF0,#DB859A,#4F408D,#4F86B6,#4F408D,#6B9ACA,#C3B7D9
10201,#C396D1,#A7D181,#D0D1CC,#5260B8,#759328,#99D2D9,#6474B7,#5CB15D,#B1ACA3,#4F408D,#235A3C,#8FA8E0
10202,#192280,#9A7E7E,#E9ECF0,#82B1B7,#E9ECF0,#99D2D9,#093248,#574444,#C3B7D9,#517276,#C3B7D9,#8FA8E0
10204,#4473E9,#93832B,#68B366,#E9ECF0,#ACB5E9,#68B366,#4548A4,#3E5C24,#258B76,#C3B7D9,#70A0C7,#258B76
10206,#2F6531,#93832B,#E9ECF0,#E9ECF0,#ACB5E9,#64AC62,#244E26,#3E5C24,#C3B7D9,#C3B7D9,#70A0C7,#258B76
10207,#D18585,#68B366,#E7CACA,#E9ECF0,#68B366,#A1372F,#D9ABAB,#258B76,#AD8888,#C3B7D9,#258B76,#702111
10208,#6B1B15,#115357,#5260B8,#E9ECF0,#631326,#FE319E,#350A0F,#153C38,#4F408D,#C3B7D9,#0F050B,#B546A9
10209,#D7DE72,#C7CBC0,#D7DE72,#6C6D67,#E7E6F4,#E9ECF0,#E3AE6C,#A9A496,#E3AE6C,#584E4A,#D5D1F5,#C3B7D9
10210,#D7DE72,#31227B,#D7DE72,#D7DE72,#7C804E,#68B366,#E3AE6C,#1B1541,#E3AE6C,#E3AE6C,#586934,#258B76
10212,#EAB3CE,#68B366,#FFE7CB,#EAB3CE,#EAB3CE,#68B366,#D78BCE,#258B76,#FABBAD,#D78BCE,#D78BCE,#258B76
10213,#ABCAD8,#E9ECF0,#103A51,#514026,#30AEF1,#99D2D9,#7686B7,#C3B7D9,#1A1F30,#3C3609,#3B6AC5,#8FA8E0
10214,#A1372F,#482724,#F2E9EA,#F2E9EA,#A1372F,#A1372F,#6E1F26,#2F0F12,#D4AFD8,#D4AFD8,#6E1F26,#6E1F26
10215,#7A6A68,#E02723,#E05749,#BD9536,#2ACCE0,#409DE0,#5B4851,#9F1944,#B9483B,#95683E,#5B83C0,#255DA2
10216,#8E2944,#24544E,#24544E,#CB403B,#592928,#CB403B,#4C1932,#32502F,#24574A,#962A3A,#3B1A16,#962A3A
10217,#444C48,#9DB0A9,#BCB2B3,#E0FAEB,#D56987,#571124,#232F3C,#60757E,#A49293,#C1E2F5,#AF556C,#040103
10218,#3e3638,#a1372f,#f0b370,#3e3638,#3e3638,#3e3638,#30101f,#702111,#c37641,#30101f,#30101f,#30101f
10219,#d7de72,#a1372f,#f0b370,#d7de72,#d7de72,#d7de72,#e3ae6c,#702111,#c37641,#e3ae6c,#e3ae6c,#e3ae6c
10220,#68B366,#E6253D,#511B22,#D7DE72,#877073,#E66285,#258B76,#9D1E5A,#320E0F,#E3AE6C,#65465A,#C04F6B
10221,#932868,#B4C9C1,#564D54,#B95E91,#45101A,#3E4542,#411C3D,#758C98,#36233F,#983B86,#120B0B,#1D2633
10222,#B7BBAB,#403DBB,#2D2D48,#89BB36,#BBB66B,#5B5B5F,#999284,#403175,#12193B,#33826B,#93824A,#373D51
10223,#B2857D,#8C3C44,#EFB370,#460C17,#8C2B18,#94B2F2,#945F74,#672B2F,#EFB370,#050303,#570E10,#6573B4
10224,#E7E2D5,#738F65,#558F19,#E7E128,#F8D985,#D8D573,#E8D4CB,#3D7268,#185A49,#DBB445,#D2A168,#B09C54
10225,#5F6B62,#E66ED5,#186B1D,#3CE647,#7CBF72,#63176B,#304657,#9851AF,#133A30,#41B3BA,#45A1A0,#241234
10226,#43C43F,#A1372F,#F5EDF5,#F5EDF5,#A1372F,#D7DE72,#3D9195,#702111,#CAC2E0,#CAC2E0,#702111,#E3AE6C
10227,#A59E9E,#BB6780,#E83C3C,#862D47,#E32C63,#166E45,#8E8281,#994870,#A52D56,#491B31,#8F2F6B,#0F3F35
10228,#3e3638,#a1372f,#ffebd9,#3e3638,#3e3638,#3e3638,#30101f,#702111,#ffbebe,#30101f,#30101f,#30101f
10229,#a1372f,#3e3638,#ffe1bb,#d7de72,#d7de72,#a1372f,#702111,#30101f,#f7b39e,#e3ae6c,#e3ae6c,#702111
10230,#C396D1,#282C43,#D0D1CC,#5260B8,#3635D1,#99D2D9,#6373B7,#0F1C36,#AFB49E,#454074,#2E2B94,#6486AC
10231,#68B366,#8C183A,#E9ECF0,#E9ECF0,#E9ECF0,#68B366,#3C8D95,#461554,#C0DCDA,#C0DCDA,#C0DCDA,#3C8D95
10232,#A1372F,#1F6E65,#FFE1BB,#1F6E65,#A1372F,#A1372F,#6E1F26,#145453,#F7B39E,#145453,#6E1F26,#6E1F26
10233,#932868,#B4C9C1,#564D54,#B95E91,#B95E91,#3E4542,#411C3D,#758C98,#36233F,#983B86,#983B86,#1D2633
10234,#434F54,#68B366,#FFE7CB,#EAB3CE,#434F54,#68B366,#1A2442,#3C8D95,#FABBAD,#A47FC8,#1A2442,#3C8D95
10235,#A1372F,#3E3638,#3E3638,#3E1317,#A18D8A,#A1372F,#6E1F26,#291A25,#291A25,#1F0808,#8B7676,#6E1F26
10236,#3E3638,#A1372F,#A1372F,#3E3638,#3E3638,#3E3638,#291A25,#6E1F26,#6E1F26,#291A25,#291A25,#291A25
10237,#3E3638,#A1372F,#A1372F,#3E3638,#A1372F,#3E3638,#291A25,#6E1F26,#6E1F26,#291A25,#6E1F26,#291A25
10238,#2D2D48,#2D2D48,#2D2D48,#8C183A,#BBB66B,#2D2D48,#121A3A,#121A3A,#121A3A,#461554,#93824B,#121A3A
10239,#676563,#C272DE,#C272DE,#D7DE72,#DFE1E2,#DFE1E2,#583F4B,#9460A6,#9460A6,#E3AE6C,#AFB4C9,#AFB4C9
10240,#1A9C50,#453D40,#453D40,#1A9C50,#1A9C50,#CDB5C2,#246765,#301F2E,#301F2E,#246765,#246765,#997B9A
10241,#A1372F,#66361A,#ECB73D,#ECB73D,#ECB73D,#A1372F,#702111,#42240D,#C78951,#C78951,#C78951,#702111
10242,#181342,#302F42,#302F42,#42380B,#302F42,#D2E12D,#090708,#151934,#151934,#070B03,#151934,#D3BF48
10243,#595957,#475110,#AF372F,#AF372F,#291874,#475110,#4B3736,#0B1F0A,#702111,#702111,#150F39,#0B1F0A
10244,#606E57,#2F2E43,#D7DE72,#386E1D,#2F2E43,#D7DE72,#325048,#141735,#B6AB53,#153936,#141735,#B6AB53
10245,#5260B8,#E9ECF0,#E9ECF0,#E9ECF0,#5260B8,#5260B8,#4F408D,#C3B7D9,#C3B7D9,#C3B7D9,#4F408D,#4F408D
10246,#C3217A,#C3217A,#C3217A,#C3217A,#94B2F2,#94B2F2,#782C70,#782C70,#782C70,#782C70,#6573B4,#6573B4
10247,#A1372F,#1F6E65,#1F6E65,#1F6E65,#A1372F,#A1372F,#6E1F26,#145453,#145453,#145453,#6E1F26,#6E1F26
10248,#574D5F,#574D5F,#574D5F,#43205D,#43205D,#574D5F,#24224F,#24224F,#24224F,#140F1E,#140F1E,#24224F
10249,#8C3C44,#8C3C44,#8C3C44,#8C2B18,#8C2B18,#94B2F2,#672B2F,#672B2F,#672B2F,#570E10,#570E10,#6573B4
10250,#9B64BE,#9B64BE,#9B64BE,#6C3875,#262240,#99D2D9,#623E8F,#623E8F,#623E8F,#511960,#14101B,#8FA8E0
10251,#68B366,#8C183A,#E9ECF0,#E9ECF0,#E9ECF0,#68B366,#3C8D95,#461554,#C0DCDA,#C0DCDA,#C0DCDA,#3C8D95
10252,#B2857D,#8C3C44,#8C2B18,#8C2B18,#8C2B18,#94B2F2,#945F74,#672B2F,#570E10,#570E10,#570E10,#6573B4
10253,#444A4C,#AEB7C3,#CAD7DB,#B6C1CC,#DB5927,#3F4246,#1E253B,#768AA5,#A3AEC7,#7E93AF,#AE3B29,#172231
10254,#76714B,#2C2C45,#FFEBD9,#541818,#E2D246,#2C2C45,#5C6032,#121937,#FFBEBD,#250A0E,#CEAB60,#121937
10255,#9B9B4B,#FFE7CA,#9B8D1D,#9B6320,#434039,#9B8D1D,#736730,#FABBAD,#4A6E24,#6D3518,#322120,#4A6E24
10256,#F8F4FC,#851480,#F8F4FC,#F8F4FC,#851480,#26851C,#C2CCE1,#39174D,#C2CCE1,#C2CBE2,#39174D,#1A5655
10257,#132461,#645B4B,#383A4B,#D6BF2A,#D6BF2A,#383A4B,#131226,#4E4C22,#1B233D,#C29644,#C29644,#1A243D
10258,#EEE9E9,#68162C,#686564,#1C514B,#686564,#682523,#D3AED2,#14070F,#593F54,#274A25,#594057,#421815
10259,#8C2B18,#7EE1EF,#8C2B18,#E07E6A,#8C2B18,#7EE1EF,#570E10,#4A9DB6,#570E10,#B94F50,#570E10,#4A9DB6
10260,#E346B9,#DCE3DD,#EB80CC,#DCE3DD,#EB80CC,#EB80CC,#924E9A,#B1CEAE,#AA4CC9,#B1CEAE,#AA4CC9,#AA4CC9
10261,#EDD686,#67C3ED,#EDEAE7,#EDEAE7,#1E3973,#3B82E2,#C69F67,#3A76BA,#D1B2C4,#D1B2C3,#212339,#3B4E9E
10262,#88F6BC,#2BCD78,#EDF9F3,#334440,#EDF9F3,#1A6C41,#5882C7,#3A9597,#BAE1BE,#161932,#BAE1BF,#113E31
10263,#D4B16B,#3E288B,#C3C1B9,#63A4DE,#D4B16B,#3E288B,#AB7A4A,#251C51,#A69894,#3D65A0,#AB7A4A,#251C51
10264,#978781,#B64749,#B64749,#EE2D32,#453D3B,#453D3B,#7A626A,#8F3637,#8F3637,#AC2254,#321F26,#2D1E1F
10265,#2A9BF4,#8BB9DE,#8C2B18,#8C2B18,#8C2B18,#8BB9DE,#2259B1,#537AAC,#570E10,#570E10,#570E10,#537AAC
10266,#E9AC27,#80734E,#5CC6E9,#3C8FE9,#3C8FE9,#E9CA74,#CF8745,#6A6335,#5285B9,#3C55A4,#3C55A5,#C29258
10267,#263A65,#BECDED,#BECDED,#BECDED,#ED8B26,#ED8B26,#2C2C3B,#78B9D4,#78B9D4,#79BAD4,#C6633B,#C6633B
10268,#26277B,#1B3257,#26277B,#414243,#1B3257,#1B3257,#1C1636,#1E1F2C,#1C1636,#1B282E,#1E1F2C,#1E1F2C
10269,#350F52,#482D77,#8B74B2,#8B74B2,#8B74B2,#8135BC,#10061A,#32263A,#47538F,#47538F,#475490,#473786
10270,#40122B,#3E4040,#401414,#E0D8D7,#3E4040,#EAE1E1,#0F0A0B,#18212B,#210A08,#E1C1C8,#18262C,#EBBDE1
10271,#786813,#EBEC5F,#43340B,#BDA01E,#7F7614,#CACB20,#2E4916,#7DBC65,#191F04,#A77A35,#2E5018,#BCA039
10272,#7E7CA0,#E5E57F,#4B4DA0,#FAFAF9,#FAF94A,#3C34AE,#485A7D,#BDAC5E,#3E355C,#D1B6BE,#E9CC68,#2B2873
10273,#A61EA6,#A61EA6,#4F4F50,#AFAEAF,#AFAEAF,#7238CC,#4B246C,#4B246C,#313C43,#96929A,#9A9299,#4F3295
10274,#F2D775,#8C2B18,#8C2B18,#8C2B18,#8C2B18,#94B2F2,#CB9C58,#570E10,#570E10,#570E10,#570E10,#6573B4
10275,#D7DE72,#FFE7CB,#802290,#6C3875,#6C3875,#D7DE72,#B6AB53,#FABBAD,#3B2159,#2C1A53,#2C1A53,#B6AB53
10276,#653388,#48474A,#C676FE,#DFD7E0,#B8B7BF,#F5EFF9,#312649,#212639,#884FCD,#DABFDF,#9C93A9,#C5C7E5
10277,#CD77BE,#777473,#CD77BE,#E5ECEB,#CD77BE,#71232F,#8747AB,#595155,#8747AB,#B9D5BC,#8747AB,#37121E
10278,#808684,#86212B,#4F4042,#168667,#124231,#63D1AA,#626C69,#3C1125,#342225,#214857,#092711,#698FB6
10279,#D4B920,#4844D4,#45433D,#DED5C4,#B4B29E,#B9A63E,#C1903B,#4C3A8F,#342622,#C8B0AC,#938279,#5B8139
10280,#9D9D9E,#67199E,#2A209E,#4C3D9E,#DBD855,#3F3D5A,#827F87,#301D69,#1F1760,#3E2D59,#73AB5A,#1B214C
10281,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10282,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10283,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10284,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10285,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10286,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10287,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10288,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10289,#4B8AFC,#4B8AFC,#FCF9F6,#41BBFC,#FCF9F6,#4B8AFC,#4B58B8,#4B58B8,#D5B5D0,#4477CE,#D6B5CD,#4B58B8
10290,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10291,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10292,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10293,#6A9857,#458C27,#EA7BB6,#EA7BB6,#EA7BB6,#26492F,#317A6D,#215755,#CA51B0,#CA51B0,#CA51B0,#103126
10294,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10295,#501B12,#ECB247,#ECB247,#501B12,#ECB247,#BC3E2B,#240706,#C38455,#C38455,#240706,#C38455,#871D23
10296,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10297,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10298,#938280,#935C3E,#935C3E,#6BB0FD,#EBF3FC,#422F25,#76606A,#70332F,#70332F,#466FBF,#C3E8E5,#29140F
10300,#5E6138,#8670C4,#585861,#CED58C,#3E2290,#312650,#3E4B22,#574F8F,#2D4751,#BDAF74,#261956,#17142A
10301,#BFCFCC,#6D6569,#C5B6B6,#5E1E20,#EEDDDB,#1E6D59,#8493A5,#4E4057,#9D8291,#3E1210,#EFC0CB,#174234
10302,#68A0A0,#2C4243,#F59FA0,#430F13,#67434D,#A02426,#495A87,#314740,#CA72A0,#140408,#4C1D32,#5C162F
10303,#68A0A0,#2C4243,#F59FA0,#430F13,#E0DFDF,#A02426,#495A87,#314740,#CA72A0,#140408,#B4A6AD,#5C162F
10304,#4790E2,#E2D7A9,#67694E,#B5B8F3,#352869,#F2F325,#42589F,#DBB28E,#4A5234,#77A2D0,#241D2C,#E4C144
10305,#A3C064,#6650C0,#3A4F0F,#322547,#E5E4E9,#5E3AF1,#578F51,#5A417C,#051D16,#151122,#C0C9D9,#4936B8
10306,#EEED54,#A3B5EE,#267BEE,#EEE0B5,#3850EE,#0C1B4D,#DBC36F,#6385C0,#3146A8,#E7B999,#4038A9,#080812
10307,#4F7034,#7D418A,#6C706A,#421770,#F4EFFB,#8FFF34,#19523F,#342068,#50554E,#1F0F37,#E7D5F9,#3DCE9E
10308,#3F404F,#281B4F,#4A4F29,#414F0C,#CFD0DF,#41424F,#202641,#0F0C12,#25390C,#081D09,#9097C7,#202840
10309,#726C20,#3B2D72,#71726D,#7165A0,#4143EC,#261272,#233B16,#2C2435,#55524D,#37477D,#393BB0,#130B38
10310,#C8C5D0,#271C49,#525156,#8B78C5,#724EC5,#6633DC,#9389B2,#120F22,#2B3B46,#5C5590,#634081,#4830A5
10311,#9B4FD3,#B0D362,#4B4594,#D2D1D3,#371A45,#C291F7,#5E4F9C,#53A057,#392E50,#ACA2B5,#160C1F,#8965C5
10312,#BB4C21,#BBAFA6,#7E522F,#F19750,#16427B,#424140,#8E3121,#9F7F82,#692430,#C26549,#2B304F,#2F2325
10313,#98A4A1,#3E4240,#77807C,#8D8287,#6D6569,#422635,#798C8F,#1D2631,#546167,#6F606E,#4E4157,#270B1F
10314,#DB968B,#3BDBCA,#676666,#DB344B,#873742,#EFF0F0,#BB6C8D,#6A94B8,#593F46,#8D285B,#62272E,#BCD4BB
10315,#3A4449,#493923,#1A2949,#E9D353,#49190E,#2C2567,#142534,#342F09,#171720,#C7A058,#1D0604,#201B2A
10316,#523A2D,#355461,#E97F45,#612C10,#611813,#196151,#3C1C17,#0B1D50,#BB4F3C,#34150B,#31090D,#114623
10317,#9C7D7E,#422B2C,#9C2A3C,#F22B37,#EE636B,#440B0E,#7A5069,#291318,#501935,#AE225A,#C75056,#040203
10318,#3E3638,#A1372F,#5D2533,#3E3638,#3E3638,#3E3638,#291A25,#6E1F26,#3E141C,#291A25,#291A25,#291A25
10319,#7C532C,#BFB9B3,#404144,#6891BF,#112144,#F7DA86,#68212A,#A48C8D,#191E2F,#2C6392,#11111B,#D0A269
10320,#545E5A,#115E56,#84181B,#4D0E1E,#5E2D35,#F5DBE4,#2D3A4F,#0B4324,#3E0C1F,#000000,#3F1A1E,#E8B9F6
10321,#824255,#625C5E,#EF517E,#246252,#621739,#F4D4DD,#602B41,#4B3D54,#AC4278,#174840,#0F050D,#EBB2F5
10322,#464D19,#81875E,#11134D,#AEA7F1,#F1D746,#42465F,#082F12,#596F40,#090712,#829BC4,#DCB063,#1E2F51
10323,#3D5179,#212879,#796929,#E8E64E,#FDFDEC,#79795F,#2D395A,#25213C,#4B3819,#D5BC69,#C4C1E7,#5F6343
10324,#17284B,#868C99,#404649,#FDC650,#4B2F19,#4B2216,#171621,#51587C,#182236,#D69761,#331108,#310806
10325,#452778,#69538E,#E2DCED,#7025F1,#4C4F49,#DADECF,#24183F,#2E396C,#CEC0EA,#4E29BB,#263923,#C7C3B5
10326,#6C7577,#3A99AF,#214249,#D46069,#DBDDDE,#A4CAD3,#3F4F5A,#465795,#374A43,#AD4D52,#BAC3D0,#6E71A9
10327,#8A6346,#507D9E,#212C41,#FAC67F,#413D13,#FAEEE1,#753743,#244C81,#293031,#D28C5D,#212B01,#FBD6D2
10328,#984B34,#245D6A,#6A5B54,#6A1111,#6A2930,#B7C9E6,#713825,#3F6260,#59333D,#240610,#4A191B,#7B9DC7
10329,#888888,#F6F5F5,#414141,#FD404D,#883D3A,#430B0F,#727171,#D4BAD1,#2C1C21,#B53369,#632C29,#030202
10330,#4C2AA9,#7DD936,#A58ED9,#D3D9CF,#8358D9,#322A49,#332270,#39A58C,#7368A4,#9BAB96,#754B95,#0C1839
10331,#82AF7F,#C59DD9,#3D413C,#1B4118,#6A5170,#EBFDEF,#518D92,#6A87C0,#1C2E2F,#17260D,#352C4D,#D4EAFE
10332,#C5C4BA,#777442,#C8C03E,#FCF79F,#56565A,#21225A,#A69A94,#58612B,#669944,#DFB685,#33424D,#16141E
10333,#C2C0BC,#4A4948,#F4F6FB,#C2A15B,#4373C2,#FBE952,#A79594,#3C2D33,#BCDBCF,#996C3C,#39437E,#E7C16F
10334,#9B7660,#94D6EE,#556688,#EDE694,#EE594C,#104457,#7D4954,#5A93B5,#214A67,#C6B071,#BC3A41,#192D3C
10335,#999AA7,#2E324F,#A78B1A,#4F4D3D,#464019,#A7874A,#76778F,#1C1B2B,#91682E,#33391A,#273002,#795432
10336,#6481D5,#D5AD6B,#2D3F60,#634F2E,#4F7E9C,#D9DEE7,#44539C,#AB7648,#302F39,#4D480C,#244C7F,#C5D0E9
10337,#D4FCFD,#30D1FD,#FD8541,#34464B,#828485,#FDAA2F,#9DC2D7,#5184D7,#CE533C,#111F39,#63696B,#D98149
10338,#626A4D,#5D576A,#41136A,#496A25,#D8C5E9,#C189F3,#435333,#28355B,#1D0C32,#133B35,#8EA8C6,#875EC2
10339,#BBBFB5,#5C595E,#9C6FBF,#57555A,#7EA748,#F2EFFD,#9F9C8E,#2F354E,#634690,#2D394A,#33756A,#DFD5FA
10340,#A1A3A3,#535352,#FA853E,#63CAFA,#542A10,#2B7DFA,#848A8F,#463543,#CC523A,#3778C8,#3C0B02,#3749B4
10341,#A8AE9D,#615E69,#43691E,#D3D1E9,#7E40DF,#433869,#6E7F67,#334653,#0F3733,#97A8DA,#5B3BA8,#2A253F
10342,#B03E32,#43C9EB,#31626F,#B09795,#A85E30,#EB282B,#7D2227,#5584C3,#282F5A,#977776,#7A3423,#AA1E4F
10343,#EDF2F0,#30F2EA,#23605D,#F287A5,#A43050,#F23027,#B4D4B7,#6899CF,#2F5B30,#CC7087,#50213D,#B01E49
10344,#606A53,#456A1E,#B6E477,#7CE43B,#3C186A,#7B55E4,#415338,#0F3833,#66B269,#3EB198,#1B0E31,#5D49AB
10345,#4E314F,#464F48,#C37DC8,#D1B9CA,#65A36F,#244F24,#240F3F,#21323C,#6F4CA6,#987C9E,#3C7085,#11331F
10346,#6E394E,#E17492,#33625D,#AD254A,#621921,#D53B38,#4F2432,#BB5F76,#101953,#581D41,#18070F,#9E2741
10347,#1B605A,#58605F,#602533,#71BAB4,#601814,#ECDAD9,#1F453C,#345342,#41151D,#506AA1,#30090E,#EDB3D4
10348,#49276A,#6A696A,#476A1D,#5D6A40,#A1D068,#F6F3F6,#211531,#3B3D55,#0F3832,#214C34,#579E63,#BDBCD7
10349,#C6465E,#C6A6B5,#5E111F,#1A4935,#493D44,#EEE7E8,#8A3554,#936E92,#13040C,#0F2E15,#311932,#D0AED6
10350,#2A8A6F,#8A7A7F,#8A2F41,#8A3259,#8A7A7D,#8A6470,#33525E,#674D63,#501E2F,#4D1E3B,#6B5866,#663A5F
10351,#B0AECD,#4B4A57,#807BD9,#4D3CFD,#FDFBD7,#D9D26C,#7387AB,#272B4A,#5B5AA2,#4337C1,#EDDEB9,#B1984E
10352,#A5B29A,#4D752E,#564E5B,#58A120,#9F4CD6,#E5F7D5,#5C7F6B,#194643,#27244B,#206D5C,#5F4E9F,#AFDFDE
10353,#59252D,#F82E4A,#C6959C,#C63D2E,#BD5160,#29BD8F,#3A1517,#AD2769,#9B6789,#91202B,#973F49,#3A778B
10354,#B8AEAF,#3D4040,#ECF7F9,#B8311D,#43191E,#114F45,#A29292,#18232C,#BADEC3,#82131D,#240B0C,#0B341A
10355,#444341,#CAD1D7,#2C85D7,#225DD7,#0D1E40,#D4A441,#322624,#9094B5,#2F4B92,#373D93,#0D0D17,#A56A34
10356,#290F4A,#5C2DD6,#8ED645,#3B450E,#3244EE,#504C5B,#090411,#412B9F,#48A57E,#061605,#3930A9,#232D4B
10357,#7F4BBC,#71B849,#8522BC,#3E433B,#73E136,#E3F3D4,#5C3D84,#3D7972,#462988,#182E29,#3BB195,#B2DDDF
10358,#725BF5,#5237F5,#A199D3,#EFF5C1,#4E4D61,#B3EB57,#7352B0,#4433BA,#6F70A0,#CDEAA8,#272E54,#5CBE7D
10359,#1B5228,#5A8364,#B17AAB,#593D52,#501652,#155211,#0D2917,#365868,#724A8F,#3B1749,#0F0712,#0A1D20
10360,#A6311F,#612E26,#615853,#187982,#F3D9CE,#821B26,#70141B,#431F16,#533147,#374967,#F4BABF,#380E21
10361,#6EDDCA,#105A4E,#3A4846,#481F2A,#E6E7E6,#7E1B16,#74A8B6,#0A3F1E,#1A1C38,#2A0F14,#BCD2BF,#390B19
10362,#626768,#79E2E6,#F58F81,#11494C,#F9E0DD,#E62823,#3B5A50,#469EAD,#CF626A,#12312B,#FABDCC,#A41A46
10363,#ABE5FC,#506168,#38C2F8,#F0B8B8,#114458,#F03A4E,#6EA1C4,#2B5A5B,#487BCD,#C586A6,#1B2D3D,#A52E65
10364,#6A7F7D,#C9F1EC,#F1694C,#4E2921,#7F1714,#F1A2B0,#4A5466,#95BECF,#C45045,#350D0D,#3A0A1A,#BE6EA5
